Date,Temperature_C,Humidity_pct,Precipitation_mm,WindSpeed_kmh,Pressure_hPa,Weather_Condition
2022-03-26,13.4,63.2,0.0,8.9,1013.8,Partly Cloudy
2022-03-27,14.5,67.5,0.0,14.4,1013.9,Partly Cloudy
2022-03-28,19.3,57.4,0.0,9.3,1011.2,Partly Cloudy
2022-03-29,17.6,52.6,0.0,9.2,1014.4,Partly Cloudy
2022-03-30,15.0,65.5,0.0,,1017.5,Partly Cloudy
2022-03-31,18.6,47.8,0.0,1.9,1019.8,Sunny
2022-04-01,17.4,57.4,0.0,11.3,1016.0,Partly Cloudy
2022-04-02,20.4,54.7,0.0,14.1,1020.9,Partly Cloudy
2022-04-03,15.3,56.7,0.0,13.6,1016.9,Partly Cloudy
2022-04-04,16.7,82.6,80.5,13.1,1003.8,Thunderstorm
2022-04-05,16.7,67.4,0.0,17.0,1017.1,Partly Cloudy
2022-04-06,13.5,91.7,26.1,18.2,1011.0,Rainy
2022-04-07,19.3,59.0,0.0,34.3,1015.7,Partly Cloudy
2022-04-08,19.4,65.9,0.0,17.4,1016.0,Partly Cloudy
2022-04-09,18.8,55.2,0.0,9.5,1022.3,Partly Cloudy
2022-04-10,18.2,54.7,0.0,19.5,1018.9,Partly Cloudy
2022-04-11,14.6,91.5,5.6,9.2,1012.2,Rainy
2022-04-12,18.0,63.7,0.0,13.5,1012.6,Partly Cloudy
2022-04-13,18.5,58.3,0.0,15.1,1020.5,Partly Cloudy
2022-04-14,17.2,80.4,0.7,18.6,1017.3,Drizzle
2022-04-15,19.5,67.5,0.0,7.8,1011.8,Partly Cloudy
2022-04-16,21.5,50.8,0.0,13.4,1017.2,Partly Cloudy
2022-04-17,26.4,54.4,0.0,6.3,1015.3,Partly Cloudy
2022-04-18,21.2,60.7,0.0,29.9,1010.7,Partly Cloudy
2022-04-19,21.6,68.4,0.0,13.5,1016.1,Partly Cloudy
2022-04-20,20.8,61.6,0.0,16.6,1016.5,Partly Cloudy
2022-04-21,15.1,64.4,0.0,5.1,1015.5,Partly Cloudy
2022-04-22,21.4,56.6,0.0,9.0,1009.4,Partly Cloudy
2022-04-23,21.8,62.1,0.0,17.6,1013.7,Partly Cloudy
2022-04-24,29.7,56.6,0.0,21.6,1014.9,Partly Cloudy
2022-04-25,21.4,51.5,0.0,7.3,1016.6,Partly Cloudy
2022-04-26,23.2,87.7,19.9,21.6,1010.4,Rainy
2022-04-27,22.4,63.9,0.0,10.3,1013.0,Partly Cloudy
2022-04-28,18.9,64.5,0.0,4.6,1018.2,Partly Cloudy
2022-04-29,26.5,57.6,0.0,4.0,1012.9,Partly Cloudy
2022-04-30,25.5,53.0,0.0,8.9,1015.5,Partly Cloudy
2022-05-01,25.8,46.1,0.0,22.0,1014.9,Sunny
2022-05-02,20.6,85.5,26.6,28.3,1013.7,Rainy
2022-05-03,28.1,62.2,0.0,14.8,1016.2,Partly Cloudy
2022-05-04,19.4,65.2,0.0,13.8,1018.1,Partly Cloudy
2022-05-05,25.9,61.7,0.0,10.2,1018.2,Partly Cloudy
2022-05-06,31.3,55.1,0.0,2.5,1013.9,Partly Cloudy
2022-05-07,21.3,64.9,0.0,15.7,1016.1,Partly Cloudy
2022-05-08,22.8,63.5,0.0,7.6,1018.9,Partly Cloudy
2022-05-09,25.1,80.8,20.1,30.1,1005.5,Rainy
2022-05-10,23.4,62.0,0.0,6.0,1018.4,Partly Cloudy
2022-05-11,20.2,57.2,0.0,22.7,1011.7,Partly Cloudy
2022-05-12,25.6,60.5,0.0,3.9,1019.4,Partly Cloudy
2022-05-13,22.2,52.6,0.0,41.2,1013.6,Partly Cloudy
2022-05-14,27.3,51.0,0.0,5.2,1015.8,Partly Cloudy
2022-05-15,23.0,64.1,0.0,23.3,1016.9,Partly Cloudy
2022-05-16,31.1,60.2,0.0,8.7,1014.4,Partly Cloudy
2022-05-17,23.8,61.6,0.0,17.6,1014.8,Partly Cloudy
2022-05-18,25.4,58.3,0.0,30.0,1017.4,Partly Cloudy
2022-05-19,29.2,44.4,0.0,10.9,1017.6,Sunny
2022-05-20,22.9,58.5,0.0,39.2,1019.7,Partly Cloudy
2022-05-21,27.7,59.2,0.0,30.4,1014.1,Partly Cloudy
2022-05-22,31.3,52.8,0.0,4.8,1018.8,Partly Cloudy
2022-05-23,22.2,55.6,0.0,12.7,1015.0,Partly Cloudy
2022-05-24,28.1,64.0,0.0,11.1,1013.2,Partly Cloudy
2022-05-25,28.5,56.3,0.0,13.1,1014.4,Partly Cloudy
2022-05-26,30.3,58.2,0.0,10.3,1017.2,Partly Cloudy
2022-05-27,24.0,62.3,0.0,7.3,1012.3,Partly Cloudy
2022-05-28,23.9,78.4,2.7,17.2,1015.8,Rainy
2022-05-29,29.9,57.0,0.0,17.3,1019.0,Partly Cloudy
2022-05-30,29.3,62.9,0.0,1.9,1015.9,Partly Cloudy
2022-05-31,29.3,65.4,0.0,20.6,1013.2,Partly Cloudy
2022-06-01,29.8,81.3,20.8,19.0,1013.9,Rainy
2022-06-02,26.6,56.2,0.0,27.3,1012.4,Partly Cloudy
2022-06-03,29.7,57.5,0.0,9.8,1017.3,Partly Cloudy
2022-06-04,30.0,82.2,21.7,14.0,1013.6,Rainy
2022-06-05,26.9,89.2,16.1,12.8,1015.7,Rainy
2022-06-06,35.3,73.9,21.6,21.8,1009.7,Rainy
2022-06-07,31.0,54.2,0.0,3.6,1015.2,Partly Cloudy
2022-06-08,25.8,52.1,0.0,8.2,1017.9,Partly Cloudy
2022-06-09,31.8,50.2,0.0,14.1,1016.2,Partly Cloudy
2022-06-10,26.7,84.2,27.6,9.7,1020.1,Rainy
2022-06-11,32.5,59.0,0.0,13.3,1012.7,Partly Cloudy
2022-06-12,33.8,51.2,0.0,24.8,1015.5,Partly Cloudy
2022-06-13,27.6,60.8,0.0,23.1,1022.2,Partly Cloudy
2022-06-14,33.4,60.2,0.0,11.9,1019.4,Partly Cloudy
2022-06-15,31.7,90.0,14.3,26.2,1014.1,Rainy
2022-06-16,33.1,55.1,0.0,16.4,1018.9,Partly Cloudy
2022-06-17,36.7,50.1,0.0,14.1,1012.6,Partly Cloudy
2022-06-18,29.9,51.0,0.0,17.9,1013.7,Partly Cloudy
2022-06-19,28.4,51.1,0.0,10.2,1013.9,Partly Cloudy
2022-06-20,28.0,63.0,0.0,10.8,1022.8,Partly Cloudy
2022-06-21,28.4,49.1,0.0,16.2,1016.6,Sunny
2022-06-22,30.8,86.8,1.8,17.7,1016.8,Drizzle
2022-06-23,32.2,75.8,10.2,27.7,1016.3,Rainy
2022-06-24,32.1,51.7,0.0,19.2,1016.2,Partly Cloudy
2022-06-25,33.9,53.7,0.0,19.1,1018.4,Partly Cloudy
2022-06-26,31.4,76.9,1.7,22.1,1014.1,Drizzle
2022-06-27,36.1,83.2,8.1,19.0,1011.5,Rainy
2022-06-28,30.6,89.8,8.1,23.9,1011.7,Rainy
2022-06-29,40.2,48.6,0.0,21.8,1015.4,Sunny
2022-06-30,33.6,77.4,1.5,20.6,1008.8,Drizzle
2022-07-01,28.9,80.6,6.7,12.7,1010.6,Rainy
2022-07-02,28.3,84.4,2.2,17.8,1015.0,Rainy
2022-07-03,33.3,78.9,24.4,9.9,1012.8,Rainy
2022-07-04,31.1,87.5,43.3,29.2,1004.5,Thunderstorm
2022-07-05,34.1,60.1,0.0,18.9,1012.0,Partly Cloudy
2022-07-06,33.4,73.7,1.6,12.6,1019.0,Drizzle
2022-07-07,31.6,58.0,0.0,8.6,1011.7,Partly Cloudy
2022-07-08,29.2,88.9,45.5,29.8,1008.6,Thunderstorm
2022-07-09,27.1,54.7,0.0,8.3,1017.6,Partly Cloudy
2022-07-10,30.5,54.3,0.0,4.7,1020.9,Partly Cloudy
2022-07-11,34.7,51.5,0.0,6.1,1015.8,Partly Cloudy
2022-07-12,32.7,52.4,0.0,10.7,1015.0,Partly Cloudy
2022-07-13,28.0,73.5,11.2,14.7,1008.6,Rainy
2022-07-14,32.6,73.3,5.7,15.2,1011.3,Rainy
2022-07-15,33.2,55.1,0.0,18.5,1016.7,Partly Cloudy
2022-07-16,29.2,63.9,0.0,9.1,1013.8,Partly Cloudy
2022-07-17,32.5,51.9,0.0,15.9,1012.5,Partly Cloudy
2022-07-18,32.2,51.9,0.0,6.2,1014.7,Partly Cloudy
2022-07-19,28.3,65.2,0.0,23.6,1016.8,Partly Cloudy
2022-07-20,33.1,49.2,0.0,6.6,1016.6,Sunny
2022-07-21,33.7,71.2,1.7,17.9,1013.6,Drizzle
2022-07-22,35.4,49.7,0.0,11.8,1013.8,Sunny
2022-07-23,35.3,50.6,0.0,15.2,1015.9,Partly Cloudy
2022-07-24,27.5,73.3,10.6,24.4,1021.3,Rainy
2022-07-25,28.8,55.8,0.0,9.9,1018.9,Partly Cloudy
2022-07-26,33.4,84.4,23.4,24.7,1009.6,Rainy
2022-07-27,33.4,48.2,0.0,22.8,1021.4,Sunny
2022-07-28,33.4,80.1,18.3,16.3,1008.7,Rainy
2022-07-29,44.0,52.4,0.0,30.4,1011.9,Partly Cloudy
2022-07-30,33.4,54.2,0.0,15.2,1014.9,Partly Cloudy
2022-07-31,35.2,79.8,1.2,15.4,1013.0,Drizzle
2022-08-01,34.6,55.1,0.0,13.3,1013.4,Partly Cloudy
2022-08-02,33.5,50.5,0.0,30.4,1015.4,Partly Cloudy
2022-08-03,30.4,63.3,0.0,15.6,1019.1,Partly Cloudy
2022-08-04,33.7,85.8,1.6,20.6,1011.9,Drizzle
2022-08-05,28.8,87.4,8.0,21.3,1009.6,Rainy
2022-08-06,30.4,85.9,5.6,25.6,1017.8,Rainy
2022-08-07,29.5,48.3,0.0,15.4,1019.2,Sunny
2022-08-08,31.3,60.1,0.0,17.5,1015.4,Partly Cloudy
2022-08-09,38.3,56.0,0.0,13.2,1016.9,Partly Cloudy
2022-08-10,24.9,50.4,0.0,14.0,1014.6,Partly Cloudy
2022-08-11,32.9,53.8,0.0,21.2,1011.4,Partly Cloudy
2022-08-12,25.5,59.2,0.0,8.2,1021.7,Partly Cloudy
2022-08-13,29.0,89.7,4.3,17.8,1009.6,Rainy
2022-08-14,33.9,58.1,0.0,10.9,1016.2,Partly Cloudy
2022-08-15,30.6,76.4,5.3,10.2,1012.7,Rainy
2022-08-16,26.8,65.8,0.0,5.7,1013.1,Partly Cloudy
2022-08-17,27.9,57.1,0.0,12.8,1012.8,Partly Cloudy
2022-08-18,32.2,53.8,0.0,21.7,1014.8,Partly Cloudy
2022-08-19,27.6,80.3,24.1,19.3,1010.5,Rainy
2022-08-20,30.5,72.7,38.9,14.1,1008.3,Thunderstorm
2022-08-21,29.8,80.5,8.0,30.5,1015.7,Rainy
2022-08-22,27.5,84.5,34.8,15.1,1015.1,Rainy
2022-08-23,36.3,76.6,6.1,11.8,1017.7,Rainy
2022-08-24,31.3,57.6,0.0,30.6,1015.3,Partly Cloudy
2022-08-25,22.7,54.6,0.0,13.3,1017.4,Partly Cloudy
2022-08-26,29.6,80.5,9.9,33.4,1015.9,Rainy
2022-08-27,26.8,83.9,4.2,17.6,1009.0,Rainy
2022-08-28,31.5,56.3,0.0,12.8,1012.4,Partly Cloudy
2022-08-29,26.1,49.5,0.0,5.1,1015.8,Sunny
2022-08-30,28.1,54.6,0.0,10.0,1013.0,Partly Cloudy
2022-08-31,29.9,64.4,0.0,16.4,1016.3,Partly Cloudy
2022-09-01,30.9,53.2,0.0,18.1,1014.7,Partly Cloudy
2022-09-02,24.2,58.4,0.0,13.8,1013.7,Partly Cloudy
2022-09-03,26.8,56.8,0.0,10.7,1016.3,Partly Cloudy
2022-09-04,26.2,90.4,15.3,17.9,1014.8,Rainy
2022-09-05,25.5,64.3,0.0,6.6,1011.3,Partly Cloudy
2022-09-06,33.0,83.8,56.5,31.1,1004.7,Thunderstorm
2022-09-07,28.5,51.7,0.0,19.3,1021.8,Partly Cloudy
2022-09-08,23.0,85.6,13.9,16.9,1014.9,Rainy
2022-09-09,29.8,58.9,0.0,9.7,1017.3,Partly Cloudy
2022-09-10,33.5,51.1,0.0,31.6,1016.9,Partly Cloudy
2022-09-11,29.8,51.7,0.0,8.8,1012.4,Partly Cloudy
2022-09-12,21.5,67.9,0.0,11.2,1014.9,Partly Cloudy
2022-09-13,24.6,81.7,6.9,31.7,1018.1,Rainy
2022-09-14,30.1,89.0,15.6,19.5,1013.8,Rainy
2022-09-15,23.6,63.5,0.0,4.3,1013.4,Partly Cloudy
2022-09-16,27.1,84.2,2.4,19.8,1015.3,Rainy
2022-09-17,27.9,59.1,0.0,9.1,1016.9,Partly Cloudy
2022-09-18,22.3,77.1,32.3,10.0,1009.2,Rainy
2022-09-19,24.9,59.1,0.0,9.3,1010.1,Partly Cloudy
2022-09-20,14.5,69.3,0.0,6.5,1013.6,Partly Cloudy
2022-09-21,21.4,62.8,0.0,7.8,1011.1,Partly Cloudy
2022-09-22,23.7,84.3,10.6,19.4,1015.1,Rainy
2022-09-23,20.3,68.4,0.0,5.4,1015.0,Partly Cloudy
2022-09-24,29.4,55.3,0.0,20.4,1015.1,Partly Cloudy
2022-09-25,19.4,57.1,0.0,10.6,1014.6,Partly Cloudy
2022-09-26,22.3,59.8,0.0,8.2,1013.7,Partly Cloudy
2022-09-27,24.0,62.2,0.0,10.6,1017.8,Partly Cloudy
2022-09-28,28.0,73.2,9.2,11.5,1011.7,Rainy
2022-09-29,18.6,62.0,0.0,6.5,1019.9,Partly Cloudy
2022-09-30,26.7,61.4,0.0,10.1,1019.0,Partly Cloudy
2022-10-01,22.8,82.5,13.3,19.8,1006.6,Rainy
2022-10-02,19.4,65.8,0.0,16.4,1016.5,Partly Cloudy
2022-10-03,23.8,86.7,14.7,14.6,1010.6,Rainy
2022-10-04,22.8,94.6,1.6,16.3,1009.7,Drizzle
2022-10-05,20.0,81.2,17.1,19.3,1019.4,Rainy
2022-10-06,22.0,63.4,0.0,27.4,1011.6,Partly Cloudy
2022-10-07,20.3,54.8,0.0,13.2,1013.1,Partly Cloudy
2022-10-08,21.7,51.2,0.0,8.6,1010.1,Partly Cloudy
2022-10-09,23.3,48.5,0.0,7.3,1018.5,Sunny
2022-10-10,26.0,60.3,0.0,20.5,1010.6,Partly Cloudy
2022-10-11,16.8,62.2,0.0,2.5,1017.2,Partly Cloudy
2022-10-12,27.3,54.7,0.0,9.4,1011.8,Partly Cloudy
2022-10-13,14.1,78.5,4.5,12.3,1014.4,Rainy
2022-10-14,19.6,56.7,0.0,19.2,1012.7,Partly Cloudy
2022-10-15,21.8,84.3,18.6,29.4,1012.1,Rainy
2022-10-16,20.6,63.7,0.0,11.2,1020.5,Partly Cloudy
2022-10-17,17.5,60.9,0.0,8.1,1024.4,Partly Cloudy
2022-10-18,18.6,86.8,25.6,16.7,1010.5,Rainy
2022-10-19,17.5,84.1,24.1,20.8,1012.2,Rainy
2022-10-20,17.0,69.9,0.0,17.1,1013.8,Partly Cloudy
2022-10-21,21.4,54.3,0.0,11.7,1015.8,Partly Cloudy
2022-10-22,19.6,81.7,12.2,29.5,1007.1,Rainy
2022-10-23,16.0,59.1,0.0,9.1,1014.3,Partly Cloudy
2022-10-24,20.9,87.4,11.1,15.1,1014.7,Rainy
2022-10-25,18.8,55.3,0.0,10.5,1014.0,Partly Cloudy
2022-10-26,20.2,60.6,0.0,14.8,1016.3,Partly Cloudy
2022-10-27,19.5,61.0,0.0,19.8,1014.7,Partly Cloudy
2022-10-28,14.6,83.7,2.7,10.7,1018.2,Rainy
2022-10-29,15.2,88.6,22.2,11.3,1011.7,Rainy
2022-10-30,19.2,55.3,0.0,14.9,1016.4,Partly Cloudy
2022-10-31,18.6,80.0,5.1,11.4,1017.6,Rainy
2022-11-01,16.4,61.9,0.0,10.8,1009.1,Partly Cloudy
2022-11-02,16.6,78.1,10.5,15.4,1016.7,Rainy
2022-11-03,20.1,49.2,0.0,23.1,1015.0,Sunny
2022-11-04,14.0,65.1,0.0,28.7,1017.4,Partly Cloudy
2022-11-05,17.4,66.3,0.0,9.5,1014.1,Partly Cloudy
2022-11-06,14.8,59.7,0.0,16.9,1018.8,Partly Cloudy
2022-11-07,14.6,58.8,0.0,10.5,1012.5,Partly Cloudy
2022-11-08,18.6,65.6,0.0,19.3,1008.9,Partly Cloudy
2022-11-09,17.5,55.3,0.0,6.3,1017.5,Partly Cloudy
2022-11-10,17.3,54.3,0.0,22.7,1011.3,Partly Cloudy
2022-11-11,18.7,89.1,5.3,13.8,1015.4,Rainy
2022-11-12,14.4,62.3,0.0,5.2,1010.5,Partly Cloudy
2022-11-13,16.3,66.8,0.0,9.2,1008.4,Partly Cloudy
2022-11-14,13.0,52.1,0.0,10.9,1015.7,Partly Cloudy
2022-11-15,14.8,55.1,0.0,6.5,1019.6,Partly Cloudy
2022-11-16,13.2,62.8,0.0,12.3,1012.2,Partly Cloudy
2022-11-17,13.8,64.6,0.0,18.0,1014.3,Partly Cloudy
2022-11-18,15.2,66.2,0.0,7.7,1013.5,Partly Cloudy
2022-11-19,10.5,64.7,0.0,27.2,1016.0,Partly Cloudy
2022-11-20,19.6,86.0,2.6,43.8,1017.3,Rainy
2022-11-21,9.6,62.2,0.0,11.0,1011.5,Partly Cloudy
2022-11-22,8.7,72.5,0.0,17.4,1014.0,Cloudy
2022-11-23,16.2,81.0,14.9,20.6,1017.1,Rainy
2022-11-24,14.8,63.9,0.0,11.7,1012.9,Partly Cloudy
2022-11-25,14.1,57.4,0.0,11.0,1013.5,Partly Cloudy
2022-11-26,14.0,90.1,1.3,9.1,1015.8,Drizzle
2022-11-27,11.8,58.1,0.0,11.7,1010.1,Partly Cloudy
2022-11-28,8.8,68.2,0.0,19.1,1016.9,Partly Cloudy
2022-11-29,11.8,88.8,20.5,14.0,1012.4,Rainy
2022-11-30,9.2,73.0,0.0,26.8,1012.7,Cloudy
2022-12-01,14.4,60.8,0.0,15.7,1014.8,Partly Cloudy
2022-12-02,10.6,65.9,0.0,22.8,1019.2,Partly Cloudy
2022-12-03,8.3,60.8,0.0,11.2,1014.4,Partly Cloudy
2022-12-04,9.8,62.6,0.0,13.8,1016.2,Partly Cloudy
2022-12-05,12.0,88.7,6.0,22.2,1011.5,Rainy
2022-12-06,8.8,56.8,0.0,10.4,1014.5,Partly Cloudy
2022-12-07,,57.8,0.0,22.2,1014.7,Partly Cloudy
2022-12-08,11.1,66.6,0.0,9.1,1018.1,Partly Cloudy
2022-12-09,11.0,87.9,0.5,37.1,1015.6,Drizzle
2022-12-10,8.5,61.6,0.0,6.2,1012.1,Partly Cloudy
2022-12-11,8.5,60.9,0.0,16.5,1017.3,Partly Cloudy
2022-12-12,10.6,60.3,0.0,8.6,1015.1,Partly Cloudy
2022-12-13,5.1,66.5,0.0,7.1,1017.8,Partly Cloudy
2022-12-14,5.1,68.2,0.0,7.4,1018.6,Partly Cloudy
2022-12-15,7.2,54.7,0.0,1.7,1015.3,Partly Cloudy
2022-12-16,8.8,71.5,0.0,6.7,1014.5,Cloudy
2022-12-17,10.3,70.6,0.0,19.7,1009.0,Cloudy
2022-12-18,14.0,50.7,0.0,18.8,1016.4,Partly Cloudy
2022-12-19,11.9,68.7,0.0,6.0,1015.2,Partly Cloudy
2022-12-20,8.6,69.8,0.0,16.3,1018.8,Partly Cloudy
2022-12-21,8.9,64.4,0.0,8.2,1013.2,Partly Cloudy
2022-12-22,5.7,59.2,0.0,3.5,1013.8,Partly Cloudy
2022-12-23,8.8,69.6,0.0,19.9,1010.5,Partly Cloudy
2022-12-24,7.8,63.7,0.0,21.3,1011.7,Partly Cloudy
2022-12-25,9.7,66.9,0.0,9.1,1013.9,Partly Cloudy
2022-12-26,6.0,76.7,0.0,22.9,1016.4,Cloudy
2022-12-27,10.2,90.2,10.9,17.1,1012.8,Rainy
2022-12-28,13.4,58.1,0.0,13.4,1015.3,Partly Cloudy
2022-12-29,8.1,63.1,0.0,11.7,1012.1,Partly Cloudy
2022-12-30,9.7,60.2,0.0,5.9,1012.5,Partly Cloudy
2022-12-31,10.5,66.0,0.0,11.0,1015.9,Partly Cloudy
2023-01-01,7.0,61.2,0.0,6.0,1019.4,Partly Cloudy
2023-01-02,9.0,62.0,0.0,16.7,1011.0,Partly Cloudy
2023-01-03,8.2,58.3,0.0,17.7,1013.3,Partly Cloudy
2023-01-04,8.5,88.9,1.2,8.5,1015.8,Drizzle
2023-01-05,5.7,66.6,0.0,17.3,1013.4,Partly Cloudy
2023-01-06,8.2,51.3,0.0,12.1,1014.8,Partly Cloudy
2023-01-07,9.7,65.4,0.0,4.0,1011.0,Partly Cloudy
2023-01-08,12.7,62.7,0.0,14.1,1020.8,Partly Cloudy
2023-01-09,11.1,59.7,0.0,10.2,1016.2,Partly Cloudy
2023-01-10,14.9,97.2,5.2,13.3,1009.4,Rainy
2023-01-11,5.6,95.6,18.3,11.1,1010.6,Rainy
2023-01-12,10.8,58.2,0.0,15.3,1009.7,Partly Cloudy
2023-01-13,8.6,93.8,1.4,18.2,1018.5,Drizzle
2023-01-14,15.0,93.2,27.0,18.6,1007.7,Rainy
2023-01-15,5.4,91.5,0.6,27.4,1011.9,Drizzle
2023-01-16,5.3,67.7,0.0,26.7,1020.0,Partly Cloudy
2023-01-17,6.1,67.3,0.0,2.9,1015.9,Partly Cloudy
2023-01-18,1.2,57.1,0.0,15.4,1015.3,Partly Cloudy
2023-01-19,6.4,64.5,0.0,9.3,1019.9,Partly Cloudy
2023-01-20,5.6,64.6,0.0,16.6,1015.8,Partly Cloudy
2023-01-21,8.6,71.7,0.0,8.0,1012.4,Cloudy
2023-01-22,9.2,66.0,0.0,32.0,1016.2,Partly Cloudy
